rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000029368	NA	3.91175403857447	-5.3037084397519	1.54427242083107	-3.43443835958532	0.000593783101386937	0.00259565815055103	Alb	0.01	0	0	0.01	0.09	0	0	0	0	0.13
ENSMUSG00000029379	NA	38.1178044149689	6.27591228207381	1.1420991883491	5.49506763168758	3.90560707190612e-08	5.22472978173466e-07	Cxcl3	0.25	0.2	3.5	0.03	0	0.4	0.25	0.62	0	0
ENSMUSG00000029380	NA	62.7662309495025	1.81646579355881	0.68744418380164	2.64234658807287	0.00823337551106905	0.0242702423251071	Cxcl1	0.47	0.94	5.58	0.29	0.11	0.31	0.62	0.48	0.14	0.46
ENSMUSG00000029420	NA	14.7305539356864	1.65355756490205	0.64766030245398	2.55312477642481	0.0106761242031448	0.0301146121951557	Rimbp2	0.05	0.16	0.27	0	0.01	0.08	0.01	0.09	0.02	0.01
ENSMUSG00000029561	NA	51.3617606969862	-1.55261239641446	0.476063029681714	-3.26135889496082	0.00110879602731472	0.00444238581547429	Oasl2	0.29	0.2	0.33	0.85	0.6	0.08	0.25	0.18	0.2	0.27
ENSMUSG00000029603	NA	16.0251126596737	-1.78220401488618	0.434761955086316	-4.09926396281005	4.14466120774632e-05	0.000256901125474563	Dtx1	0.02	0.01	0.24	0.06	0.05	0.07	0.04	0.26	0.07	0.1
ENSMUSG00000029618	NA	13.4202575865554	3.29671405669861	0.879193604475818	3.74970204505086	0.000177044803083595	0.000902853376296275	Ocm	0.16	0.73	0.72	0	0.09	1.05	0.07	0.42	0.05	0.05
ENSMUSG00000029641	NA	196.174505653742	-1.88341052151089	0.275708073276874	-6.83117653801713	8.42210117010664e-12	2.51380098545029e-10	Rasl11a	1.64	1.06	1.56	2.04	5.55	0.69	0.93	0.89	1.89	3.9
ENSMUSG00000029648	NA	1308.63408725648	-1.83202846989544	0.257860922610435	-7.10471540762766	1.20570731273432e-12	4.17485557039296e-11	Flt1	1.51	1.38	2.21	3.53	4.5	0.48	1.29	0.98	2.78	3.57
ENSMUSG00000029661	NA	256401.00613175	-1.79485287941553	0.316153672736195	-5.67715334091088	1.36954695907797e-08	2.03840970540156e-07	Col1a2	266.8	305.24	386.7	836.86	1006.35	90.85	432.08	207.18	718.13	567.63
ENSMUSG00000029663	NA	2.74444170901687	-5.29172616639145	1.48745433054439	-3.55757219413571	0.000374298249327861	0.00174766956617761	Gngt1	0	0	0	0.04	0.17	0	0	0	0.02	0.02
ENSMUSG00000029664	NA	55.6719987913679	-2.55170280735648	0.408268702122081	-6.25005736196127	4.10301964620239e-10	8.61737606651965e-09	Tfpi2	0.22	0.19	0.34	0.81	1.12	0.03	0.13	0.16	0.52	0.59
ENSMUSG00000029669	NA	462.098975334319	-2.53950066989128	0.227545033949074	-11.1604310839833	6.36820287543118e-29	1.63172952138933e-26	Tspan12	1.11	0.87	1.08	3.73	4.15	0.36	1.52	0.86	3.91	4.98
ENSMUSG00000029675	NA	8915.54337386128	-2.24372953719684	0.211895688520486	-10.5888399752877	3.35726391790408e-26	6.98940381908655e-24	Eln	12.31	9.79	15.31	40.34	48.9	5.4	13.35	9.14	30.85	41.39
ENSMUSG00000029678	NA	13.5384422422236	-5.36934151549542	0.789227472770697	-6.80328764614031	1.02258181090987e-11	2.98766352557465e-10	Hyal5	0.01	0.01	0.03	0.15	0.28	0.01	0	0	0.12	0.1
ENSMUSG00000029712	NA	14.4691272790727	1.95082034842501	0.503096307829994	3.87762803674606	0.000105479819464296	0.000575046282545942	Actl6b	0.2	0.19	0.19	0.02	0.08	0.21	0.13	0.17	0.03	0.04
ENSMUSG00000029718	NA	2888.80503182679	-2.06422402812466	0.307889950508674	-6.70442157892552	2.02205709616899e-11	5.584968646218e-10	Pcolce	11.98	11.55	18.79	41.21	49.16	3.46	12.17	7.71	24.8	26.52
ENSMUSG00000029778	NA	55.5572113465472	2.55252737277858	0.399154171693923	6.39484077529796	1.60714739309143e-10	3.71764442110248e-09	Adcyap1r1	0.17	0.2	0.36	0.02	0.03	0.1	0.21	0.24	0.02	0.11
ENSMUSG00000029788	NA	9.78124822830594	-2.2993844689843	0.656562136188335	-3.50215819988243	0.000461505504661661	0.00209723715692768	Cpa5	0.02	0.02	0	0.07	0.16	0.02	0.03	0.04	0.05	0.07
ENSMUSG00000029797	NA	8.40399026044578	-2.092369287826	0.70222852557073	-2.97961306274969	0.00288612698124905	0.00999136247613864	Sspo	0	0.01	0.01	0.01	0.05	0.01	0	0	0.05	0.02
ENSMUSG00000029847	NA	46.4482556400289	2.29848941587717	0.447026339927333	5.14173150568892	2.72217953306927e-07	2.96714006042335e-06	2010107G12Rik	0.61	0.3	0.95	0.09	0.06	0.57	0.18	0.2	0.07	0.08
ENSMUSG00000029875	NA	7.69392575408879	-2.83664626580401	0.655364348794424	-4.32834997970543	1.50230610259216e-05	0.000104602458773714	Ccdc184	0.01	0.02	0	0.05	0.06	0	0.01	0.01	0.02	0.07
ENSMUSG00000029913	NA	252.107397277167	-1.64651190384517	0.288342051680722	-5.71027324751207	1.127949280437e-08	1.72348580419067e-07	Prdm5	1.03	0.76	1.02	1.6	1.55	0.33	0.85	0.71	1.9	1.75
ENSMUSG00000030022	NA	1425.59749859129	-1.75086886266093	0.252276264759115	-6.94028375730369	3.91313137851193e-12	1.24369070829865e-10	Adamts9	1.19	1.23	0.77	3.18	4.21	0.86	1.81	1.01	2.78	2.18
ENSMUSG00000030069	NA	7.78180617201785	-2.3250398882974	0.719059854405573	-3.23344416191813	0.00122307242941542	0.0048282226385195	Prok2	0.04	0.01	0.11	0.1	0.27	0.03	0.01	0.02	0.08	0.17
ENSMUSG00000030074	NA	958.153268868403	-1.9448836758027	0.304331934390697	-6.39066576991517	1.65165040976182e-10	3.79875933729457e-09	Gxylt2	0.9	0.96	1.03	2.39	3.05	0.31	1.24	0.48	1.8	1.68
ENSMUSG00000030205	NA	10203.3324915499	-15.3019109227517	0.918670726571177	-16.6565783366846	2.71096806208028e-62	5.01679700821634e-59	Gprc5d	0	0	0.02	136.19	460.69	0.02	0	0	86.8	139.35
ENSMUSG00000030218	NA	429.985544895054	-1.55615358925357	0.424920286087858	-3.6622247518016	0.000250034343274454	0.00123022806122187	Mgp	6.55	8.3	15.89	14.05	13.53	1.43	7.35	3.2	17.16	12.88
ENSMUSG00000030249	NA	816.409773486972	-1.58466517724014	0.194095775752627	-8.16434655053894	3.23179862807899e-16	1.95729476911475e-14	Abcc9	0.64	0.92	1.09	1.71	2.14	0.42	0.79	0.64	1.68	1.61
ENSMUSG00000030268	NA	235.903304893882	-1.95116233786162	0.376568339398242	-5.18142959384103	2.20191703258412e-07	2.4497614013152e-06	Bcat1	0.62	0.38	0.79	1.39	2.69	0.52	0.34	0.47	0.96	0.9
ENSMUSG00000030411	NA	170.753717509279	-2.19134749018287	0.180119752508984	-12.1660587451317	4.71294712894545e-34	1.91449108372162e-31	Nova2	0.09	0.12	0.12	0.38	0.39	0.06	0.08	0.08	0.27	0.26
ENSMUSG00000030428	NA	69.6458701210765	-1.55837754954762	0.28102377913189	-5.54535831224531	2.93352805046531e-08	4.05459831373442e-07	Ttyh1	0.13	0.53	0.23	0.8	0.45	0.13	0.26	0.19	0.3	0.81
ENSMUSG00000030443	NA	17.9085564850097	-2.00150222425901	0.583552503669956	-3.42985800193056	0.000603897195093626	0.00262999298502521	Zfp583	0.31	0.07	0.12	0.13	0.16	0.01	0.03	0.02	0.1	0.17
ENSMUSG00000030450	NA	20.0898909958258	7.40988599780285	1.29847969703107	5.70658595182144	1.15264713430735e-08	1.7563895719935e-07	Oca2	0.01	0.03	0.29	0	0	0.15	0.25	0.08	0	0
ENSMUSG00000030494	NA	70.4236515990743	-2.375161712973	0.391825711010142	-6.06178115991864	1.34622303668687e-09	2.53062580993452e-08	Rhpn2	0.09	0.1	0.16	0.46	0.36	0.02	0.11	0.06	0.28	0.35
ENSMUSG00000030500	NA	11.5216786320017	2.33531419223379	0.718176652872639	3.25172669271934	0.00114706262751666	0.0045660439917041	Slc17a6	0.05	0.06	0.03	0.02	0	0.06	0.03	0.09	0.02	0
ENSMUSG00000030519	NA	30.3681873829292	-1.76056340319443	0.37337484684553	-4.71527050648593	2.41389833101675e-06	2.0884922962641e-05	Apba2	0.1	0.21	0.08	0.27	0.12	0.11	0.07	0.07	0.2	0.28
ENSMUSG00000030523	NA	49.8107293229569	3.00697637650915	0.658610523654938	4.56563669803213	4.97980561807417e-06	3.94007898190144e-05	Trpm1	0.08	0.21	0.89	0.01	0.01	0.73	0.48	0.4	0.06	0.06
ENSMUSG00000030525	NA	12.5016070957957	-2.02929652228605	0.59875551870791	-3.38919051078676	0.000700992897928949	0.00298594289386359	Chrna7	0.05	0.02	0.02	0.13	0.11	0.01	0.02	0.06	0.09	0.05
ENSMUSG00000030577	NA	8.68750207928115	-1.97799686300841	0.651586548508066	-3.03566251872052	0.0024000783812245	0.00853401055493039	Cd22	0.01	0.01	0.05	0.02	0.27	0.06	0.03	0.01	0.03	0.06
ENSMUSG00000030606	NA	60.1257295626465	-1.77697395257912	0.38178717547405	-4.65435736643777	3.24992715629967e-06	2.71724582269934e-05	Hapln3	0.26	0.3	0.07	0.81	0.75	0.08	0.31	0.31	0.57	0.39
ENSMUSG00000030607	NA	5141.79118948939	-1.88044574138974	0.402277930776753	-4.67449391956157	2.94679365746465e-06	2.48752399214768e-05	Acan	5.29	3.93	7.86	13.93	18.53	0.72	4.84	2.3	7.38	7.4
ENSMUSG00000030787	NA	234.940932436134	-1.94801920108097	0.402003358747346	-4.84577842123274	1.26116210086599e-06	1.17214482942358e-05	Lyve1	0.27	0.11	0.58	1.63	1.76	0.71	0.53	0.45	1.4	1.49
ENSMUSG00000030790	NA	788.087849519138	-1.51118142696474	0.179705198788604	-8.40922487024106	4.12729157378126e-17	2.88823702358516e-15	Adm	4.89	4.49	4	10.97	13.79	4.56	3.87	2.86	5.59	8.13
ENSMUSG00000030854	NA	29.6855814125714	2.54735994781072	0.747126681150462	3.40954219957474	0.000650720098061449	0.00279972700418844	Ptpn5	0.41	0.34	0.02	0.02	0.05	0.04	0.15	0.06	0.02	0.01
ENSMUSG00000030905	NA	17.2804851433685	-2.08005815275295	0.476568422782491	-4.36465794483052	1.27321828289619e-05	9.0120911609163e-05	Crym	0.05	0.12	0.1	0.28	0.13	0.02	0.06	0.05	0.2	0.25
ENSMUSG00000031099	NA	110.386753933182	-1.90682951991543	0.264693573396743	-7.20391317192023	5.85086317982075e-13	2.1369764530683e-11	Smarca1	0.17	0.18	0.11	0.39	0.48	0.12	0.21	0.13	0.43	0.55
ENSMUSG00000031147	NA	42.0700833607765	-1.57660808731005	0.516164611885471	-3.05446760782561	0.00225460360348207	0.00810324191109062	Magix	0.29	0.14	0.06	0.26	0.5	0.02	0.18	0.2	0.25	0.23
ENSMUSG00000031202	NA	35.6540611997379	-3.1267881146638	0.398790569436442	-7.84067717319012	4.48123159322387e-15	2.32507514595463e-13	Rab39b	0.04	0.05	0.04	0.14	0.36	0.02	0.02	0.01	0.13	0.18
ENSMUSG00000031239	NA	1601.52573555077	-2.61521295032779	0.357816829278421	-7.30880365689246	2.69531265885863e-13	1.06628105304728e-11	Itm2a	3.34	2.97	2.6	21.24	26.1	1.58	5.7	4.56	13.06	10.67
ENSMUSG00000031250	NA	245.101925890151	-1.624388941932	0.40299964024942	-4.03074538956574	5.56002472385994e-05	0.000330132662302629	Tnmd	1.43	1.12	1.15	2.34	2.81	0.33	2.22	1.07	2.75	3.85
ENSMUSG00000031284	NA	2348.87147151113	1.55397245332122	0.122179745306483	12.7187403233093	4.65300779905802e-37	2.49986596430036e-34	Pak3	4.25	5.09	5.95	1.49	1.35	5.67	4.32	3.55	0.94	1.12
ENSMUSG00000031290	NA	131.624852822615	-1.78096729194692	0.286224213398702	-6.22228032631918	4.89980556180249e-10	1.0188047644422e-08	Lrch2	0.34	0.28	0.32	0.44	0.45	0.09	0.16	0.14	0.33	0.69
ENSMUSG00000031297	NA	6.23287858509076	-1.7940486597983	0.719593551663811	-2.49314165705096	0.0126618319563672	0.0346106698232883	Slc7a3	0.2	0.03	0.04	0.03	0.1	0.01	0.01	0	0.02	0.05
ENSMUSG00000031342	NA	1539.62465369928	-1.5001842071646	0.292555089689409	-5.1278691092241	2.93040056690623e-07	3.17126844976109e-06	Gpm6b	2.6	2.42	3.87	4.07	5.47	0.86	2.99	2.04	3.91	7.38
ENSMUSG00000031438	NA	309.922902993655	-2.29776531476557	0.240882615981187	-9.5389420502849	1.4429678541862e-21	1.68060346933365e-19	Rnf128	0.58	0.51	0.83	1.41	3	0.34	0.39	0.43	1.05	2.51
ENSMUSG00000031444	NA	17.9283735539113	3.87864785892064	0.959129653829828	4.0439244511241	5.25638632063061e-05	0.000315477888901271	F10	0.07	0.03	0.71	0.03	0.01	0.14	0.1	0.09	0.02	0.01
ENSMUSG00000031465	NA	151.458030366614	-1.82237191808007	0.291050693565085	-6.26135569634899	3.81644884733937e-10	8.11787427234192e-09	Angpt2	0.21	0.33	0.45	0.86	1.15	0.11	0.33	0.48	0.52	0.65
ENSMUSG00000031491	NA	2.10618591870634	-3.83869942117875	1.39526069215621	-2.75124171616022	0.005936981742749	0.0184066327113709	Chrna6	0	0	0	0.03	0	0	0	0	0.01	0.02
ENSMUSG00000031502	NA	31845.3064169909	-2.0730110572007	0.171736127403952	-12.0709083670242	1.50464182417743e-33	5.96662132897027e-31	Col4a1	30.94	53.19	38.66	123.66	186.84	26.61	32.9	28.04	93.11	96.91
ENSMUSG00000031503	NA	22298.7485875777	-1.71755365870301	0.172573591111681	-9.95258687982854	2.45711506365105e-23	3.7779311261936e-21	Col4a2	14.57	29.59	22.98	49.8	70.16	15.9	19.22	15.8	40.35	43.72
ENSMUSG00000031517	NA	370.2029749139	-3.46371460055564	0.31967783932592	-10.8350163022226	2.34923565649533e-27	5.35979724094927e-25	Gpm6a	0.25	0.31	0.2	1.14	2.66	0.2	0.33	0.22	1.51	3.65
ENSMUSG00000031595	NA	695.813712665317	-1.9461107469781	0.299063691279414	-6.50734543753042	7.64903851515627e-11	1.88298882493658e-09	Pdgfrl	2.08	2.58	3.72	7.83	10.97	0.99	3.94	2.07	5.23	7.57
ENSMUSG00000031610	NA	126.930113264391	1.98560392569878	0.350269221300366	5.66879361631398	1.43806462634532e-08	2.12708404545127e-07	Scrg1	1.94	3.26	4.86	0.97	0.71	4.98	6	2.93	0.66	0.83
ENSMUSG00000031626	NA	680.705668764158	-1.76464887178733	0.294517925023363	-5.99165185496721	2.07720234991253e-09	3.73604807103598e-08	Sorbs2	1.22	1.06	2.73	2.94	3.23	0.56	1.45	1.21	2.72	3.87
ENSMUSG00000031636	NA	261.237471919873	2.02380185656183	0.314638667247177	6.43214603681229	1.25814769752829e-10	2.99349284319053e-09	Pdlim3	1.73	3.34	1.92	0.82	0.47	2.74	3.35	3.08	0.45	0.35
ENSMUSG00000031637	NA	11.2509948691674	-1.78584271310288	0.633846241176164	-2.81746991161306	0.0048403649666643	0.0154912141659865	Lrp2bp	0.04	0.01	0	0.06	0.14	0.05	0.01	0.03	0.08	0.08
ENSMUSG00000031661	NA	541.374259548641	-1.74379835950263	0.251924040696456	-6.92192120562139	4.45559069953266e-12	1.40545195266508e-10	Nkd1	1.39	1.91	1.66	3.75	7.39	0.7	1.43	1.01	2.14	3.24
ENSMUSG00000031766	NA	3.69692408577774	2.7850902671741	1.07888192694509	2.58145974792648	0.00983834636949547	0.0281881401658261	Slc12a3	0.02	0.01	0.03	0.01	0	0.02	0.01	0.02	0	0
ENSMUSG00000031772	NA	1.33590964446025	-4.24907827146918	1.76393347692733	-2.4088653722196	0.0160021996998859	0.0418196510280244	Cntnap4	0	0	0	0.01	0	0	0	0	0.01	0
ENSMUSG00000031779	NA	139.077893729146	2.72130228707129	0.52310615655677	5.20219892838512	1.96944249946036e-07	2.21329722189692e-06	Ccl22	1.42	1.61	0.74	0.11	0.15	0.32	0.46	2	0.04	0.24
ENSMUSG00000031780	NA	9.12583574569278	2.21536450890265	0.828403133028135	2.6742589695486	0.00748945918728941	0.0224185734659068	Ccl17	0.42	0.75	0.42	0.07	0.08	0.45	0.03	0.92	0.05	0.13
ENSMUSG00000031802	NA	140.752697926742	-1.57643394281995	0.228067835816854	-6.91212742548177	4.77438682394789e-12	1.48900737108295e-10	Phxr4	0.89	1.11	0.64	1.6	1.71	0.51	0.64	0.56	1.64	1.6
ENSMUSG00000031844	NA	123.995976879158	1.69120682266931	0.372781315034748	4.53672637136243	5.71341578227727e-06	4.42796369724653e-05	Hsd17b2	2.08	1.58	1.17	0.34	0.77	2.11	2.04	0.81	0.22	0.41
ENSMUSG00000031871	NA	2302.69529067895	-2.18245837964033	0.154818710328318	-14.0968644875809	3.97021745958001e-45	3.30619858946525e-42	Cdh5	2.44	3.23	3.93	9.06	13.04	1.81	2.65	2.13	8.24	8.44
ENSMUSG00000031872	NA	271.815132918327	-4.00895171488803	0.371414971849762	-10.7937267442995	3.68535186895093e-27	8.18393805031703e-25	Bean1	0.23	0.21	0.24	0.98	3.71	0.1	0.11	0.07	0.75	2.95
ENSMUSG00000031910	NA	2826.6925026747	-1.52402677264377	0.192198605850137	-7.92943718765631	2.20141270053528e-15	1.17892374686222e-13	Has3	3.98	3.65	4.78	9.93	11.61	2.17	3.17	3.3	4.66	6.07
ENSMUSG00000031936	NA	8840.73589494647	-2.39391455639386	0.300129951578285	-7.97626009601857	1.50833918374741e-15	8.23652101813546e-14	Hephl1	6.98	12.04	5.93	26.11	59.76	6.08	4.06	5.93	14.18	19.09
ENSMUSG00000031963	NA	69.9301938288637	-2.03768547982879	0.562469713046027	-3.62274702542437	0.000291490867268949	0.00140514627912137	Bmper	0.12	0.07	0.26	0.29	0.36	0.01	0.21	0.04	0.26	0.38
ENSMUSG00000031972	NA	37.0989861227609	-2.82284878305428	0.480588585029766	-5.87373248342851	4.2609077160285e-09	7.13220281512108e-08	Acta1	0.22	0.17	0.06	0.54	0.97	0.03	0.06	0.09	0.5	0.38
ENSMUSG00000031980	NA	12.5049892736279	-2.92351303600189	0.898330170475128	-3.25438589517219	0.00113637800700691	0.0045300085463619	Agt	0	0.1	0.02	0.08	0.21	0.01	0.01	0	0.08	0.16
ENSMUSG00000031990	NA	178.714716280799	-1.76842604178715	0.309954217776079	-5.70544274078798	1.16041062642938e-08	1.76498986147774e-07	Jam3	0.59	0.67	0.61	1.68	1.96	0.18	0.83	0.56	1.3	1.28
ENSMUSG00000032014	NA	873.616874678453	-1.60952596075575	0.212373715126953	-7.57874372444634	3.48916943966792e-14	1.63236283757498e-12	Oaf	3.14	3.93	3.59	7.46	6.77	2	4.33	2	5.57	8.19
ENSMUSG00000032015	NA	1177.07025682404	2.26913173298978	0.218575065928548	10.3814756882268	3.01084750005531e-25	5.63434439476642e-23	Pou2f3	8.91	9.87	9.44	0.96	1.65	7.61	7.16	4.68	0.72	1.9
ENSMUSG00000032068	NA	1285.01290654756	2.077633294601	0.19089930068033	10.8833991910745	1.38307219294516e-27	3.24437568640868e-25	Plet1	16.32	18.99	15.83	3.57	3.38	11.71	7.67	13.26	1.53	2.54
ENSMUSG00000032085	NA	1638.6844568095	-2.22605489308206	0.389615524561353	-5.71346559043882	1.10698265732752e-08	1.6945584703851e-07	Tagln	10.31	4.71	6	21.53	21.74	1.39	6.07	2.78	18.33	12.78
ENSMUSG00000032091	NA	2090.14111817797	1.88614845803674	0.283941661843789	6.64273233377921	3.07920736631711e-11	8.17929803604648e-10	Tmprss4	22.06	21.21	18.12	2.39	4.7	13.82	9.54	13.27	1.53	5.78
ENSMUSG00000032105	NA	7.83994193872183	-1.67233900724464	0.627977268589237	-2.66305659598408	0.00774343891107965	0.0230380448488802	Pdzd3	0.03	0.04	0.03	0.07	0.1	0.01	0.02	0	0.03	0.04
ENSMUSG00000032125	NA	388.661384849216	-2.11592414763551	0.200195607836375	-10.5692835647269	4.13642444658788e-26	8.50520359974335e-24	Robo4	0.37	0.6	0.69	1.45	2.15	0.32	0.57	0.49	1.46	1.77
ENSMUSG00000032128	NA	2.68152992673084	-3.65982338526843	1.47006943228894	-2.48955818336415	0.0127901981585016	0.0348928337968623	Robo3	0.01	0	0	0.02	0.02	0	0	0	0.03	0.02
ENSMUSG00000032135	NA	1878.33076719888	-1.84584009899253	0.198200333368491	-9.31300198956158	1.24269333647768e-20	1.30994034930606e-18	Mcam	4.69	4.23	8.54	14.04	17.46	2.47	4.17	3.91	9.94	11.37
ENSMUSG00000032179	NA	713.665100800954	-1.79030752955297	0.257824994080782	-6.94388663106894	3.81456663160032e-12	1.21708059864566e-10	Bmp5	0.98	0.9	1.82	3.25	3.48	0.45	1.19	0.98	2.19	2.48
ENSMUSG00000032207	NA	11.4689926671887	-2.37695843605844	0.788841152060711	-3.01322823974009	0.00258484434151769	0.009088153368794	Lipc	0.08	0.02	0.02	0.06	0.07	0	0.11	0.03	0.25	0.08
ENSMUSG00000032232	NA	1493.80715270058	-1.57423437718398	0.290030614146002	-5.42782141057532	5.70460768998244e-08	7.42267508411387e-07	Cgnl1	1.6	2.33	2.54	3.59	7.98	0.62	1.47	0.94	2.3	2.73
ENSMUSG00000032257	NA	126.944350788703	4.49964038912253	0.840372077562404	5.35434304549273	8.58678179768088e-08	1.06330292831471e-06	Ankk1	1.5	1.93	0.41	0.01	0.12	0.4	0.52	0.57	0.01	0.01
ENSMUSG00000032291	NA	202.72100704834	-1.78520823618632	0.408463472719264	-4.37054560668951	1.23936464260607e-05	8.79114911524878e-05	Crabp1	2.81	2.47	1.99	7.09	4.64	0.36	2.66	1.22	4.24	4.17
ENSMUSG00000032303	NA	36.7682192918686	3.58576068818728	0.621500980440219	5.76951734757913	7.94988946099332e-09	1.25741129129006e-07	Chrna3	0.17	0.28	0.08	0.02	0	0.23	0.33	0.09	0.02	0.01
ENSMUSG00000032316	NA	7170.73515348109	-1.76205434437846	0.183482167751659	-9.60340923573228	7.73429531863971e-22	9.40253200963097e-20	Clk3	24.87	29.34	32.74	54.83	78.59	23.51	17.59	17.78	27.24	44.01
ENSMUSG00000032318	NA	15.6398572958477	-5.30956830196777	0.750865351439968	-7.07126556284077	1.53527005195966e-12	5.17609771566563e-11	Isl2	0.01	0.02	0.02	0.29	0.41	0	0	0.03	0.1	0.21
ENSMUSG00000032372	NA	11.6845128521555	-2.66910155255172	0.729608984642619	-3.65826299940524	0.00025393040360615	0.00124718692776775	Plscr2	0.04	0.02	0.07	0.06	0.08	0.01	0.04	0	0.19	0.22
ENSMUSG00000032374	NA	1938.47808514191	-2.33414398510856	0.371762567983076	-6.2785879648185	3.41661707609952e-10	7.39009836395291e-09	Plod2	2.73	2.75	6.11	11.11	13.97	0.62	2.48	1.26	9.54	7.77
ENSMUSG00000032380	NA	852.50668821966	1.93574101603996	0.229204377521783	8.44548012987226	3.02798340148363e-17	2.13690947253008e-15	Dapk2	11.09	7.64	15.11	1.86	1.81	7.55	4.62	5.74	1.6	1.57
ENSMUSG00000032387	NA	97.4699071534596	-1.62761574981844	0.290984977878298	-5.59347001926392	2.22575674188318e-08	3.16296745188263e-07	Rbpms2	0.26	0.4	0.45	1.24	1.18	0.21	0.43	0.25	0.47	0.5
ENSMUSG00000032394	NA	4.41101452320418	-2.35511453170452	0.820545184690232	-2.87018262448717	0.00410234789817312	0.0134391432423433	Igdcc3	0	0.01	0.01	0.03	0.02	0	0.01	0	0.02	0.03
ENSMUSG00000032419	NA	2380.49351206084	-2.22132859934141	0.177978562204408	-12.480877313697	9.49348105489076e-36	4.39205352692238e-33	Tbx18	2.2	2.19	3.13	8.36	9.3	1.5	2.51	2.02	5.3	10.5
ENSMUSG00000032492	NA	1080.58718871846	-1.85556248004218	0.395246025728443	-4.69470243659593	2.66995089888913e-06	2.28392564052381e-05	Pth1r	3.16	2.81	4.46	8.98	11.48	0.69	4.71	1.6	6.46	5.41
ENSMUSG00000032502	NA	90.8144948502987	-1.57182980160577	0.442778530144845	-3.54992325642254	0.000385343467666938	0.00179421175677743	Stac	0.85	0.38	0.33	0.9	1.14	0.06	0.23	0.15	0.23	0.86
ENSMUSG00000032503	NA	8.35161867003695	2.2878603936315	0.722610969188742	3.16610249661727	0.00154496344479247	0.00586804245678873	Arpp21	0.13	0.14	0.06	0.08	0.01	0.05	0.06	0.05	0.02	0
ENSMUSG00000032511	NA	57.7745950531501	-3.74290999668146	0.441946681126562	-8.46914380517677	2.47203333177607e-17	1.78232533076755e-15	Scn5a	0.02	0	0.01	0.15	0.09	0.02	0	0.01	0.12	0.16
ENSMUSG00000032556	NA	2.194735330727	3.42320321780742	1.41223219983667	2.42396626999676	0.0153520313096863	0.0403930618424684	Bfsp2	0.05	0.01	0.06	0	0	0.01	0.08	0.02	0.01	0
ENSMUSG00000032625	NA	529.685066567642	-1.64485787465357	0.273374793528226	-6.0168600529139	1.77832693491363e-09	3.26549449845497e-08	Thsd7a	0.41	0.76	0.63	1.11	1.29	0.24	0.52	0.31	0.55	2.03
ENSMUSG00000032649	NA	62.7590456164067	-1.84255799328495	0.323385153817494	-5.69771979799917	1.21420391374278e-08	1.83175418327772e-07	Colgalt2	0.13	0.08	0.1	0.13	0.28	0.06	0.08	0.06	0.19	0.33
ENSMUSG00000032671	NA	8.30835834067635	2.16204000157229	0.7001780750788	3.08784304811169	0.00201614922326925	0.00735896675729769	A930018P22Rik	0.08	0.34	0.3	0.07	0.04	0.3	0.2	0.1	0.03	0.02
ENSMUSG00000032691	NA	230.666326106801	3.83861908813649	0.526172548197065	7.29536176163038	2.97857659861327e-13	1.16451157863624e-11	Nlrp3	0.53	0.89	5.5	0.07	0.04	0.81	0.61	0.86	0.06	0.06
ENSMUSG00000032726	NA	497.103668141295	-3.88780430100924	0.359677564300025	-10.8091376468682	3.11585288241946e-27	7.01277429144543e-25	Bmp8a	0.47	0.68	0.81	3.39	9.61	0.23	0.17	0.27	2.08	5.38
ENSMUSG00000032744	NA	527.521643338143	-1.79754969536293	0.346213528783058	-5.19202615126372	2.08017776021651e-07	2.32675356591041e-06	Heyl	0.71	0.76	0.54	1.96	2.43	0.21	0.84	0.85	1.85	1.28
ENSMUSG00000032766	NA	659.608088951304	-1.95089762029185	0.315231860434563	-6.18877044218323	6.06353086798543e-10	1.23911787246991e-08	Gng11	4.98	3.54	6.63	14.32	13.95	1.63	6.85	4.47	12.13	15.51
ENSMUSG00000032769	NA	19.9974056261203	-2.44757774138742	0.722230034626826	-3.38891713725541	0.000701692114241681	0.00298668029561741	Trpa1	0.01	0.01	0	0.14	0.14	0.01	0.06	0.02	0.06	0.04
